Company Name,Job Summary,Job Title,Location,Salary
Thomson Reuters,"Thomson Reuters is Hiring Data Scientists and Data Engineers !! In addition, you will assess and validate the reliability of source data and business systems...",All Levels Data Scientist & Data Engineer Opportunity,San Francisco,H
ZestFinance,"Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....","Manager, Machine Learning Modeler / Data Scientist",San Francisco,H
Unity Technologies,Senior Data Scientist. PhD level data scientists to work with. Data Scientist - by experience and by education....,Senior Data Scientist,San Francisco,H
Arka,"Implementing, testing, and proving out Big Data tools and patterns for analytic workloads – in-memory architectures, streaming workflows, event-sourced and...",Sr. Data Scientist,San Francisco,H
Workbridge Associates,"Familiarity with data visualization, web analytics and modeling. 5+ years experience in machine learning and big data technologies (Hadoop or Spark preferred)....",Senior Level Data Scientist,San Francisco,H
SigFig,"SigFig is searching for a curious, driven, and skillful data scientist to drive change and fuel the performance of the company. What you'll be doing:....",Data Scientist,San Francisco,H
Hired,Hired is looking for a Senior Data Scientist to be the first member of our data science and relevance team to build new products using machine learning...,Senior Data Scientist,San Francisco,H
The Climate Corporation,Our team is composed of top scientists and engineers. Develop best practices for big data processing and scalable machine learning algorithms....,Machine Learning Engineer,San Francisco,H
Seven Bridges,Previous experience with large-scale genomic data (e.g. Proficient in next-generation sequencing data analysis and variant analysis....,Bioinformatics Scientist,San Francisco,H
Salesforce,"Senior Manager, Data Scientist. The Senior Manager, Data Scientist is responsible for translating data, both structured and unstructured, into compelling...","Senior Manager, Data Scientist",San Francisco,H
Pacific Gas and Electric,"The Principal Data Scientist will specifically be responsible for:. Also GIS, spatial data as well as data modeled by graphs, graph databases....",Principal Data Scientist,San Francisco,H
Glassdoor,Mentor a team of data scientists and ML engineers. Hands-on experience analyzing large data sets - how do you define big data?...,Principal Data Scientist,San Francisco,H
Pocket Gems,"As a data scientist, you will combine your strategic and analytical skill sets to develop, test, and analyze hypotheses that will have a far-reaching impact on...","Data Scientist, Episode",San Francisco,H
Workbridge Associates,"Experience with big data stack technologies, such as Hadoop or Spark. Strong skills in machine learning will be implemented to process and analyze this data....",Mid-Level Data Scientist,San Francisco,H
Ripple,"We are seeking our first Data Scientist. Apply your expertise in quantitative analysis, data mining and data visualization to understand how our users interact...",Data Scientist,San Francisco,H
Workbridge Associates,3+ years as a Data Scientist required. FinTech start-up in the personal loan space in looking to bring on a Senior Data Scientist to add to their growing team....,Senior Data Scientist (FinTech),San Francisco,H
Mattel,"Professional experience working with both customer and research data sets. Evaluate, select and test tools used to perform data analysis and regression....",Principal Data Scientist,San Francisco,H
Principle Solutions Group,"Cloudera, Hadoop, Hive, Sqoop, Pig, Impala, Parkour, Kafka, Spark, Big Data, R, Python, statistics, data scientist, JSON, AVRO, HBase, Cassandra, data ingestion...",Data Scientist,San Francisco,H
Affirm,Conduct ad-hoc data analyses; Deep understanding of and experience with machine learning and data analysis. Build production fraud and credit machine learning...,Data Scientist,San Francisco,H
Finezi Inc,"Data Scientist, Expert*. Experience is collecting data from various data sources with different data platforms....",Data Scientist,San Francisco,H
Workbridge Associates,A well-known San Francisco gaming company is looking to add a Senior Data Scientist to their team. They are looking for someone to build new products using...,Senior Data Scientist,San Francisco,H
Credit Karma,Credit Karma’s fast growing Data Sciences team is seeking an experienced Senior Data Scientist. Motivate and mentor other data scientists to grow their skills...,Data Scientist,San Francisco,H
Salesforce,"The Product Data Science (PDS) team is made up of data scientists, engineers, and growth analysts who are dedicated to driving product strategy with data-driven...","Growth Analyst, Product Data Science Intern: Summer 2016",San Francisco,H
Clover Health,Acquire and bring structure to data so that it can be used in our data systems and data apps. Build tools that help you and the other Data Scientists translate...,Data Scientist (Platform),San Francisco,H
Uber,You will be working with team of data scientists responsible for providing insights to the finance leadership to make financial decisions....,"Sr Data Scientist, Finance",San Francisco,H
Endgame,Managed a team of data scientists and set the technical direction of the team. Delivered high-quality internal machine learning tools and customer-facing data...,Director of Data Science,San Francisco,H
TellApart,Data is at the core of everything we do at TellApart - we thrive and prosper based on our ability to find insights in our data and apply them to drive revenue...,Software Engineer (Machine Learning) - TellApart,San Francisco,H
Funding Circle,Data remediation experience. They partner with business users / data scientists to provide insight for all types of questions....,Data Analyst,San Francisco,H
Clover Health,"Build tools that help you and the other Data Scientists translate insights into action at scale. A love of building out useful data, and not just analyzing...",Data Scientist (Product),San Francisco,H
Earnest,We’re looking for an experienced and creative Senior Data Scientist to join our data team - the team responsible for making our vision a reality....,Senior Data Scientist,San Francisco,H
Quid,"Work with product management, UX designers, and other data scientists to progress and iterate on the product quickly....","Data Scientist, Machine Learning - Senior",San Francisco,H
Coffee Meets Bagel,"You will be be responsible for improving our algorithm and data infrastructure. For anyone who is driven by challenging data problems, this position offers a...",Senior Data Scientist / Engineer,San Francisco,H
Radius,We seek someone with direct and extensive experience in data modeling and data exploration to join a fast-moving team of data scientists and engineers with the...,Senior Data Scientist,San Francisco,H
VigLink,"Senior Data Scientist. About the Senior Data Scientist role:. VigLink is looking for a Senior Data Scientist with strong Hadoop, Hive and SQL skills, and...",Senior Data Scientist,San Francisco,H
Workbridge Associates,In this position you will share programming and mathematical challenges with fellow data scientists. A San Francisco-based retail startup is looking to bring on...,Data Scientist,San Francisco,H
Lyft Corporate,We need talented Data Scientists to find new insights from our data that will translate into business impact....,Senior Data Scientist,San Francisco,H
Oracle,Senior Data Scientist – Utility Cloud Analytics. We are looking for a Senior Data Scientist to join the Customer Analytics team within our Utilities practic....,Senior Data Scientist 3 | Oracle Utilities Analytics,San Francisco,H
Samba TV,We’re looking for a Data Scientist to help us build the first real-time cross-screen TV analytics platform that brings the power of online analytics to TV data....,Data Scientist,San Francisco,H
Smith Hanley Associates,"This person will recruit, build and lead a team of Data Scientists. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer...",Data Scientist,San Francisco,H
Thumbtack,"We're looking for data scientists with deep expertise in statistics, machine learning, optimization, and/or building data products....",Data Scientist,San Francisco,H
eero,"Hands on experience as a data engineer or data scientist. From software and data engineers to data scientists to analysts, our data team is responsible for data...",Head of Data Engineering & Analytics,San Francisco,H
Twitter,"As a Twitter Data Scientist specializing in modeling, you will be designing, building, and shipping complex statistical models that learn from MoPub’s data....",Data Scientist - Exchange,San Francisco,H
Elevate Recruiting Group,"Data Scientist (Software Engineer) Category:. Our product combines highly interactive data visualizations, statistical modeling, and big data processing...",Data Scientist,San Francisco,H
Lending Club,"As part of the Data Solutions organization, the Principal Data Scientist will help us build of big data analytic capabilities as well as partner with various...",Principal Data Scientist,San Francisco,H
Uber,You will be working with team of data scientists responsible for providing insights to the finance leadership to make financial decisions....,"Data Scientist, Strategic Finance",San Francisco,H
radiansys.inc,"Experience is collecting data from various data sources with different data platforms. Analyze customer usage, revenue and other related data....","Data Scientist, Expert– GRID(W2 Only)",San Francisco,H
Uber,"A graduate degree in statistics, computer science, engineering or a quantitative domain 1-5 years of data science experience Experience in diverse data science...","Data Scientist, Operations",San Francisco,H
Twitter,Machine Learning & Data Science:. Machine Learning & Data Science Engineer:. Data is at the core of everything we do at TellApart - we thrive and prosper based...,Machine Learning & Data Science Engineer - TellApart (Data P...,San Francisco,H
Insikt,Insikt is searching for a Data Scientist to push our Credit Risk team to the next level. Experience handling & working with large data sets....,Data Scientist,San Francisco,H
Fitbit,"You will lead a team of data scientists and analysts to invent compelling data products in the Fitbit ecosystem of wearables, connected devices, and software...","Senior Manager, Data Scientist",San Francisco,H
Uber.com,"Software Engineer - Data Engineering - Real-Time Data Infrastructure Location:. You will work with other data teams leveraging Hadoop, Spark and other data...",Data Engineer - Streaming Infrastructure,San Francisco,H
The Climate Corporation,Evaluate the limitations of existing data sources and provide concrete recommendations for data needs. The Climate Corporation is looking for experienced...,Senior Statistician,San Francisco,H
Circle Internet Financial,Risk Data Scientist. We are looking for talented data scientists to join our team. Lead the company in best practices for data and analytics....,"Risk Data Scientist, San Francisco",San Francisco,H
Uber,"Participate in project planning/prioritization meetings, stakeholder meeting, data prioritization meeting, etcRequirements:....",Data Scientist - Growth Platform,San Francisco,H
Accenture,"Understanding of analytics roles and responsibilities (e.g., data scientist). Accenture has a team of more than 36,000 digital professionals including technical...",Products Analytics Sales & Offering Lead Senior Manager,San Francisco,H
Autodesk,"You will join a team of product managers, technologists, data engineers and data scientists who build innovative data products and advanced analytics solutions...",Product Manager,San Francisco,H
Twitter,Data is at the core of everything we do at TellApart - we thrive and prosper based on our ability to find insights in our data and apply them to drive revenue...,Machine Learning Engineer - TellApart (Data Products),San Francisco,H
Workbridge Associates,"There is a small team of Data Engineers and Data Scientists, and they are looking for similar-minded individuals that seek learning opportunities and a...",Mid-Level Data Engineer,San Francisco,H
NJF Search,"As such, the role involves developing novel machine learning techniques and applying them to seek patterns in large, dirty and noisy data sets....",Machine Learning Researcher,San Francisco,H
NeuStar,Comfort discussing requirements for data production pipelines and processing/cleansing data. A key challenge for the person filling this role is to go beyond...,"Product Manager, Fraud Analytics",San Francisco,H
The Climate Corporation,"Experience with spatio-temporal and geospatial data. This team works with other soil scientists, statisticians and our field experiment team across various...",Senior Quantitative Researcher - Geospatial Soil Scientist,San Francisco,H
Glassdoor,"As a Lead Data Scientist, you will head up a 2-4 person team building state of the art algorithms for optimizing Job search and user experience....","Lead Data Scientist, Machine Learning",San Francisco,H
Celgene,"Evaluate and advise on clinical trial biomarker/exploratory endpoint strategies, collect and analyze patient data to inform clinical development....","Senior Scientist, Translational Medicine",San Francisco,H
Airbnb,"Data Tools at Airbnb:. Great candidates thrive at the intersection of Software Engineering and Data Science and are motivated to help Data Scientists, Product...","Software Engineer, Data Tools",San Francisco,H
Mode,"Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues....",Senior Back-End Engineer - Data Services,San Francisco,H
Lookout,"Advocate proper data scaling architectures for our application teams by leveraging the data platform. Design, build and launch new data models and ETL pipelines...",Staff Data Engineer,San Francisco,H
Workbridge Associates,"2+ years of experience in Data Scientist, Quantitative Analyst, Research Engineering, or similar role. Subscription-based retail technology platform provider...",Senior Data Scientist (Econometrics),San Francisco,H
Clara,"Expert understanding of OOP and structured/unstructured data systems. Down to low level OS administration and OS design, up to UI and data visualization....",Senior Software Engineer,San Francisco,H
"Janssen Research & Development, LLC.","Effectively communicate data and results to our stakeholders. Integrate heterogeneous data sources deriving from electronic health records,....","Postdoctoral Fellow, Population Analytics",San Francisco,H
Twitter,"Design and evaluate novel approaches for handling high-volume real-time data streams. Work with large unstructured and structured data sets (multi-terabyte+,...",Software Engineer - Relevance/Machine Learning,San Francisco,H
Square,"As a Data Scientist at Square you will lead projects that derive value from our unique, rich, and rapidly growing data....","Data Scientist, Growth",San Francisco,H
GSN Games,"Build, lead, educate, and inspire a global team of analysts, data scientists, and data engineers. Ability to manipulate petabyte-scale data using distributed...",SVP Analytics/VP Analytics,San Francisco,H
Jawbone,"To that end, you must work closely with stakeholders on the data demand side (analysts and data scientists) and the data supply side (domain experts on source...",Data Warehouse Engineer,San Francisco,H
Uber,"You’ll lead a cross-functional team of engineers, data scientists, and designers that owns:. Internalize and deeply understand Uber’s growth strategy - and then...",Product Manager - Data Platform - Experimentation,San Francisco,H
All-In Analytics,"Fraud Data Scientist. Seeking someone with skills and experience when it comes to Business Analysis, Compliance, Fraud Analytics, Anti Money Laundering (AML),...",Fraud Data Scientist,San Francisco,H
Metabiota,You love big data and building big data platforms. The architecture is based on a pipeline of highly scalable and distributed infrastructure components and...,Software Engineer (Platform),San Francisco,H
Celgene Corporation,"Evaluate and advise on clinical trial biomarker/exploratory endpoint strategies, collect and analyze patient data to inform clinical development....","Senior Scientist, Translational Medicine",San Francisco,H
MUFG,"Senior Quantitative Analyst, Vice President - 10006738-WD Description Join a financial group that’s as committed to your future as you are. At MUFG, we","Senior Quantitative Analyst, Vice President",San Francisco,H
"Compunnel Software Group, Inc.",Collaborate with data modelers and data integration architects/developers to establish end-to-end data and information delivery architecture....,Enterprise BI Architect,San Francisco,H
GuruLink,"Experience in performing data analysis or building data pipelines in Python. As a Data Scientist, some of your responsibilities will include but not be limited...",Senior Data Scientist,San Francisco,H
Von Church,"Our technology enables data scientists, analysts, benefits officers, and policymakers to understand healthcare data while ensuring its integrity, security and...",Infrastructure Engineer,San Francisco,H
"Illumina, Inc.","As an Illumina Senior Bioinformatics Scientist, you will implement and automate analysis pipelines based on the prototypes of data analysis algorithms....",Sr Bioinformatics Scientist,San Francisco,H
VEVO,"You will join a team of engineers and data scientists, designing and implementing streaming, batch, and machine learning data pipelines which results will be...","Lead Data Scientist, Data & Analytics",San Francisco,H
Anki,"The infrastructure you work on will be used by products in market, by data scientists to analyze product data, by the marketing team to feed product data into...",Data Services Engineer,San Francisco,H
Blippar,"Work with data product manager, data scientists and other data engineers to refine product concepts and implement the data modelling needed to turn them into...",Senior Data Engineer,San Francisco,H
Lyft Corporate,"Work closely with data scientists, engineers, and analysts to design and maintain scalable data models and pipelines....",Software Engineer: Data,San Francisco,H
Pacific Gas and Electric,"Understanding of data analysis, applied statistics, sampling theory. This position will enable you to demonstrate your technical expertise, strategic thinking,...",Senior Energy Efficiency Research Analyst,San Francisco,H
Pinterest,Passion for using data to drive key product and business decisions. Lead a pod of analysts and scientists focused on your domain area....,Product Analytics Lead,San Francisco,H
Salesforce,Willing to pitch in during a crunch - Data scientist busy? We need a PM that values simplicity and polished user experiences to drive the vision for the Setup...,"Sr. Manager, Product Management (Setup Platform PM)",San Francisco,H
Radius,Working alongside top-notch data engineers and scientists to improve our graph. Partnering with other Radius engineering teams sourcing the data or doing data...,Machine Learning Software Engineer,San Francisco,H
Uber,"Key SkillsAbility to build and interact with very large data processing pipelines, distributed data stores, and distributed file systems.Experience designing...",Software Engineer - Location Search Data,San Francisco,H
HSF Consulting,"More data- they simply have more data than they know what to do with right now. About the startup- Applying disruptive data science, cognitive research, ML and...",Senior Data Scientist,San Francisco,H
VEVO,Using real time data collection/analytics and data science/machine learning we are building a clean and smart consumer experience....,Senior Software Engineer - Data Platform,San Francisco,H
Workbridge Associates,The Senior Data Scientist position requires a fundamental knowledge of both computer programming and applied mathematics or statistics....,Senior Data Scientist (Autonomous Vehicle Research),San Francisco,H
Domino,"Preferred experience as a data scientist or with data science products. At Domino, we're trying to define the future of data science by building innovative...",Product Manager,San Francisco,H
Radius,Working alongside top-notch data engineers and scientists to improve our graph. Partnering with other Radius engineering teams sourcing the data or doing data...,Senior Data Software Engineer,San Francisco,H
Trulia,"Senior Data Scientist - Computer Vision & Deep Learning. Strong foundation in computer science, algorithms, data structures, machine learning and statistics....",Senior Data Scientist- Computer Vision & Deep Learning,San Francisco,H
"Magic Leap, Inc.","Develop and implement data processing algorithms in SW. Work with ground truth data acquisition systems, develop algorithms and implement SW components for data...",Software Engineer (Performance & Data),San Francisco,H
Radius,Experience working with data scientists or on data science problems. Working with the team’s data scientists to turn prototypes into production-ready Scala code...,Senior Data Pipeline Engineer,San Francisco,H
Funding Circle,The Associate Decision Scientist will work closely with Lead Decision Scientist and will have high visibility to US and Global CRO....,Associate Decision Scientist,San Francisco,H
Thomson Reuters,Explores existing data for insights and recommends additional sources of data for improvements. Identifies new applications of ML and NLP in the context of...,Senior Data Scientist,San Francisco,H
iRhythm,Develop data fusion algorithms for analyzing signal data from multiple sensors. We are looking for a data scientist / machine learning engineer to help develop...,Data Scientist/Machine Learning Engineer,San Francisco,H
Redfish Technology - High Tech Executive Recruiter...,#21955 Senior Data Scientist- Virtual and Augmented Reality. We are seeking a hands-on Lead Data Scientist to help build the next generation of tools that helps...,Senior Data Scientist - Virtual and Augmented Reality,San Francisco,H
Sentient,"Combining evolutionary computation, deep learning and other AI techniques, running on one of the world’s largest computing grids, the Sentient platform enables...",Senior Machine Learning Scientist,San Francisco,H
Stitch Fix,"In this role you will build a data science platform that can reliably scale to the needs of our data scientists, algorithms developers, and growing business....",Data Platform Software Engineer,San Francisco,H
Twitter,Data is at the core of everything we do at TellApart - we thrive and prosper based on our ability to find insights in our data and apply them to drive revenue...,Sr. Machine Learning Engineer - TellApart (Data Products),San Francisco,H
Prezi,"Analyst, data scientist background. Real-time data processing experience. Data warehouse modeling and design....",Data Engineer - San Francisco,San Francisco,H
HSF Consulting,"Teams included Data Services(including data engineering and data warehouse developers), Data Operations, and Data Science. Data lead at data company:....",VP of Data Services,San Francisco,H
Apple,Experience and interest in data modeling and data architecture as optimized for big data patterns (warehousing concepts;...,"Software Engineer, iTunes",San Francisco,H
Sleepio,"We’re now looking for a Product Lead to join our team of world-leading scientists, technologists, clinicians and designers in developing the next wave of...",Product Lead,San Francisco,H
Clara,Create the abstractions and systems that will support the all the other technologists at the company - from front end engineers and designers to data scientists...,Back End Platform Engineer,San Francisco,H
Funding Circle,Data remediation experience. They partner with business users / data scientists to provide insight for all types of questions....,BI Engineer,San Francisco,H
Deloitte,"Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",Advanced Analytics Enablement Big Data Senior Consultant,San Francisco,H
Nuna,"The team works with data from many different sources, processes it, and provides tools for our data scientists....",Software Engineer,San Francisco,H
First Republic Bank,"As a strategic service offering, First Republic’s “Enterprise Data and Client Insight” (EDCI) office works collaboratively with business and Information...",Quantitative Analyst,San Francisco,H
Intersys:Big Data And Application Development,Jr Data Scientist*. Jr Data Scientist Job Description*. The junior data scientist will contribute to the production of the eCommerce platform which combines a...,Jr Data Scientist,Austin,H
HireStarter,"Extracting data from various applications and systems, in particular, large relational databases. Advanced degree in Computer Science, Data Science, Mathematics...",Data Scientist,Austin,H
Windhaven Insurance,Work with other data scientists with a broad range of analytical expertise and subject matter experts to deliver data products and provide business insights...,Lead Data Scientist,Austin,H
IBM,"Data analytics and modeling, data visualization, business acumen and strategy. The Data Scientist and Strategy Consultant role is in our Worldwide Advanced...",Worldwide CoC Team – Data Scientist and Strategy Consultant,Austin,H
IBM,"Data analytics and modeling, data visualization, business acumen and strategy. The Data Scientist and Senior Strategy Consultant role is in our Worldwide...",Worldwide CoC Team – Data Scientist and Senior Strategy Cons...,Austin,H
TechTank Staffing & Consulting Solutions,What are we looking for in this Data Scientist Programmer/Specialist:. Data Scientists - Not necessarily picking apart data models but being able to find a good...,Data Scientist Programmer/Specialist,Austin,H
Amazon Corporate LLC,"Demonstrated experience incubating and commercializing new ideas, working closely with research scientists and technical teams from concept generation through...",Data Scientist - Order Assignment Optimization,Austin,H
Last Word Consulting,"Big Data Architect*. Collaborate with product/project managers, data scientists, business users and other engineers to define requirements to design, build and...",Big Data Architect_W2/1099,Austin,H
NVIDIA,"Senior Machine Learning and Compiler Engineer Senior Machine Learning and Compiler Engineer, Austin,Texas We are looking for a senior machine learning",Senior Machine Learning and Compiler Engineer,Austin,H
MaxPoint,"Senior Data Scientist - Econometrics. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Econometrics,Austin,H
NVIDIA,Research Scientist for Computer Vision / Machine Learning. And depth in data parallel architectures and computer vision or machine learning....,Research Scientist for Computer Vision / Machine Learning,Austin,H
"Sotera Defense Solutions, Inc.","Sotera's Cyber and Data Solutions division delivers data fusion, data analytics, cyber and visualization solutions for U.S....",Big Data Software Engineer,Austin,H
"RetailMeNot, Inc.","The Senior Product Manager, Data will be accountable for developing software and data driven products while collaborating with our other product initiatives....","Sr. Product Manager, Data",Austin,H
The HT Group,"Data Scientist (SQL / Hadoop). What we are looking for in this Data Scientist:. Hiring Manager indicated they were looking for ""A Data Scientist who knows...",Data Scientist (SQL/Hadoop),Austin,H
All-In Analytics,Home About Hiring? Job Portal Apply $2K Referral Blog Account Job Portal Fatal error : Uncaught exception 'Httpful\Exception\ConnectionErrorException' with,Senior Deep Learning Data Scientist,Austin,H
IBM,"Data analytics and modeling, data visualization, business acumen and strategy. The Data Scientist and Managing Strategy Consultant role is in our Worldwide...",Worldwide CoC Team –Data Scientist and Managing Strategy Con...,Austin,H
MaxPoint,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist,Austin,H
The Jag Group,"Senior Data Scientist - Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the....",Senior Data Scientist - Machine Learning,Austin,H
"RetailMeNot, Inc.","Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist,Austin,H
Roland & Associates,You have 3 years of hands-on data science work. You have experience in analysing the data for better understanding of web pages....,Data Scientist - Big Data,Austin,H
Zilliant,Dealing with large data sets and developing analytic software using SQL and data mining tools preferably Tableau and/or MatLab....,Pricing Scientist,Austin,H
NVIDIA,"Experience working with academic research community supporting computer vision, data analytics, or Deep Learning....",Solution Architect (Western Region),Austin,H
Knupath,"KNUPATH is building exciting new processor designs with an architecture inspired by neurobiology and focused on machine learning, signal processing and data...",ASIC Design Verification Engineer,Austin,H
BazaarVoice,"You’ll extract key data and findings, define metrics, evaluate A/B tests, identify opportunities based on the data, and share new insights no one considered...",Sr. UX Researcher,Austin,H
Roland & Associates,Data Scientist.Job Type :. They are currently seeking a Data Scientist Professional for a role who will be responsible to Model the complex interactions between...,Data Scientist,Austin,H
Saxon Global Inc.,"Big Data Architect*. Collaborate with product/project managers, data scientists, business users and other engineers to define requirements to design, build and...",Big Data Architect,Austin,H
Knupath,"KNUPATH is developing new technologies in machine intelligence spanning across devices from cloud mega data centers to self-driving automobiles, with silicon...",GUI Software Engineer,Austin,H
"RetailMeNot, Inc.",Work with Data Scientists to productionize algorithms correlation and recommendation algorithms. Build components within our data processing pipeline to acquire...,"Sr. Software Engineer, CRM",Austin,H
Agile Enterprise Solutions,Significant experience leading and managing a team of scientists and associates on a day-to-day basis. Interact with Scientific Affairs and Sales and Marketing...,Director Clinical Affairs,Austin,H
Amazon Corporate LLC,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team,Austin,H
Strategic IT Staffing,"Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",Senior DevOps Engineer,Austin,H
ASSURANT,"In this role, the Data Scientist incorporates techniques across many disciplines – including mathematics/statistics, computer programming, data engineering,...",Data Scientist,Atlanta,H
Nomi,Good data modeling intuition. Scale new algorithms to large data sets. Our vision is to explore and understand our unique data while building statistical models...,Data Scientist,Atlanta,H
GE Digital,"Primary role in recent positions must be as a data analyst or data scientist. Experience to perform on-demand, exploratory, and targeted data analyses to obtain...",Lead Data Engineer 1 Data & Analytics,Atlanta,H
firstPRO,"External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....",Data Scientist,Atlanta,H
UCB,"The role of the Advanced Analyst/Data Scientist is to work with commercial data, patient data and other ‘big data’ (e.g., data from social media, distribution...",Data Scientist / Advanced Analyst,Atlanta,H
DIVERSANT LLC,Experience with Hadoop programming model for large scale data processing. Candidate must be experienced with algorithm and data structure design and analysis....,Data Scientist,Atlanta,H
firstPRO,"External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....",Senior Data Scientist,Atlanta,H
Kabbage,"Collaborate with software architects, database engineers, optimization analysts, data scientists and product management teams to drive key strategic initiatives...",Chief Analytics Officer,Atlanta,H
Seeking Alpha Search International,"Working with data validation members and information technology professionals to determine model data integrity. Seeking Alpha Search International, Inc....",QUANTITATIVE MODEL VALIDATION ANALYST,Atlanta,H
MobileDev Power,"Looking for a data scientist developer for an Atlanta based project. Looking for a mid to senior level data scientists for our company located in Atlanta, GA...",Data Scientist with Predictive Modeling + Big Data,Atlanta,H
"Aptonet, inc",Support the development of data science and big data analytics solutions that improve processing and decision making....,Big Data – Data Scientist.,Atlanta,H
Centers for Disease Control and Prevention,"As a Supervisory Health Scientist, you will. Quality improvement and presentation and publication of data and research findings....",Supervisory Health Scientist,Atlanta,H
AT&T,"Expert knowledge of machine learning, big data and real-time analytics. We are looking for a Principal Member of Technical Staff to work in our Wireless Network...",Principal Member of Technical Staff Data Scientist,Atlanta,H
UCB,"Data, data infrastructure and integration, sales operations, reporting, basic analytics, advanced analytics);...",Commercial Data and Analytics Team Leader,Atlanta,H
"Anthem, Inc.","5-7 Exploratory Data Discovery/Scientist. Coordinates all enterprise-level conceptual architecture components (e.g., data architecture, application architecture...",Enterprise Architect/Analytics Platform (113008),Atlanta,H
UCB,"One who understands (or can quickly learn) the data, data sources, key questions, analytics approaches required....",Analytics and Strategy Lead,Atlanta,H
Georgia Tech Research Institute,"The candidate would support all aspects of GTRI’s efforts in building a health data analysis platform and analyzing health data ranging from claims, clinical,...",Health IT - Analytics Specialist,Atlanta,H
The Hexagon Lavish,"Background in data analysis, machine learning and statistics is beneficial. System will provide scalable and computable resources to scientists at Hexagon...",Staff Research Scientist V: Materials Researcher,Atlanta,H
AT&T,"Support Data Scientists in algorithm implementation. In this Principal Data Analyst role, you will work closely with a diverse, innovative team of quantitative...",Principal Advanced Analytics,Atlanta,H
firstPRO,"Growing and highly stable company has an immediate need for a Senior Software Engineer on a direct hire basis. In this role, you will play an integral role in",C++ Developer / Machine Learning,Atlanta,H
"eHire, LLC",Senior Data Scientist w/ AWS. A strong understanding of data profiling and data cleansing techniques. The Senior Data Scientist is responsible for collecting...,Sr Data Scientist (AWS),Atlanta,H
"Fiserv, Inc.","Strong understanding of data analysis, data integration including real-time integration, data management, data migration, and business intelligence....","Director, Business Development",Atlanta,H
SunTrust,"Must have 3-5 years of experience in data modelling and data analysis, preferable in financial service industry....",Sr. Corporate Risk Statistical Quant Analyst,Atlanta,H
Velossent,"Experience with leading teams comprised of Data Scientists, Data Engineers, and Data Analysts. Experience with building/managing Data Warehouses & Data Lakes....",Director of Data,Atlanta,H
Florence Healthcare,"Implement security and data protection. Unfortunately, cumbersome data management in clinical trials today impedes progress:....",Senior Back End / Full Stack Developer,Atlanta,H
Georgia Tech Research Institute,"A typical project may look like the development and application of real-time data analysis algorithms for processing open- and closed-source data, as well as...",Software Engineering for Computational Social Science/Data S...,Atlanta,H
Moxie,"Management and operational responsibility for Analysts, Insights Analysts and Data Scientists within the Analytics team....","VP, Group Director Analytics",Atlanta,H
UCB,Partnering with other experienced data scientists. Data Tells a Story. Be part of a true Data Science team....,"Associate Director Data Scientist, Patient Insights and Inno...",Atlanta,H
GE Digital,"Architects, Data Scientists, Businesses & Product Managers. Be an expert in core data structures as well as algorithms and has the ability to implement them...",Lead Software Analyst,Atlanta,H
Georgia Tech Research Institute,"A typical project may look like the development and application of real-time data analysis algorithms for processing open- and closed-source data, as well as...",Computational Social Science- ATAS Research Engineer II 1086,Atlanta,H
Georgia Tech Research Institute,Candidates will contribute to sponsored research projects and have an opportunity to interact with other scientists and engineers....,Software Developer JAVA (CTISL/SIS) - 1016,Atlanta,H
Strategic IT Staffing,"Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",Senior DevOps Engineer,Atlanta,H
Georgia Tech Research Institute,"GTRI employee over 950 world class engineers and scientists. Cyber Security Jobs, Big Data Jobs and Data Intelligence Jobs, Computer Science Jobs, Software...",Linux Security Developer / Administrator (CTISL/SIS) - 1017,Atlanta,H
Accenture,"Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",Analytics Go to Market Industry Lead Senior Manager (Automot...,Atlanta,H
Deloitte,"Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....",Big Data Manager,Los Angeles,H
Deloitte,"Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....",Big Data Senior Consultant,Los Angeles,H
ZestFinance,"Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....","Manager, Machine Learning Modeler / Data Scientist",Los Angeles,H
